company,cik,form,filing_date,document_url,snippet,review_status
"Millrose Properties, Inc.  (MRP)  (CIK 0002017206)",0002017206,8-K,2025-02-07,https://www.sec.gov/Archives/edgar/data/2017206/000119312525022336/d760441d8k.htm,"d pursuant to Section&#160;13(a) of the Exchange Act. &#9744; &#160; &#160; &#160; Item&#8201;1.01 Entry into a Material Definitive Agreement. On February&#160;7, 2025 (the &#8220;Distribution Date&#8221;), Lennar Corporation (&#8220;Lennar&#8221;) completed the previously announced distribution of 120,980,401 shares of Class&#160;A common stock of Millrose Properties, Inc. (&#8220;Millrose&#8221;), par value || to de minimis adjustments, representing approximately 80% of the outstanding Common Stock, to holders of Lennar Class&#160;A common stock and Class&#160;B common stock (the &#8220;Distribution&#8221; or &#8220;Spin Off&#8221;). Each holder of Lennar Class&#160;A common stock or Class&#160;B common stock received one share of Class&#160;A Common Stock or Class&#160;B Common Stock for every two shares of Lennar ||  Class&#160;A common stock or Class&#160;B common stock held as of the close of business on January&#160;21, 2025 (the &#8220;Record Date&#8221;). Following the Distribution, Lennar will temporarily retain 33,200,053 shares (approximately 20% of the outstanding shares of Millrose) of Common Stock in the form of Class&#160;A Common Stock (the &#8220;Retained Shares&#8221;). Lennar has agreed ||  not to exercise its voting rights with respect to the Retained Shares. Upon the consummation of the Spin Off, Millrose became an independent public company listed on the New York Stock Exchange (the &#8220;NYSE&#8221;) under the symbol &#8220;MRP&#8221;. Millrose is externally managed by Kennedy Lewis Land and Residential Advi || e Manager provides Millrose access to the Manager&#8217;s deep financial expertise, extensive operational platforms and strong homebuilder relationships. Immediately following the Spin-Off, the Manager will leverage its full resources to deliver its already robust backlog of deals and to pursue accretive homesite option purchase arrangements with other third-party homebuilders and developers throughout th || irst quarter of 2025. Millrose expects to utilize its revolving credit facility under the Credit Agreement (as defined below) to finance these transactions. In connection with the Spin Off, Lennar has contributed $5.5 billion in land assets and cash of $1 billion to Millrose. In connection with the Spin-Off, Millrose entered into several agreements, as described below. Management Agreement On the Distribu || a copy of which is attached to this Current Report on Form 8-K as Exhibit 10.1 and is hereby incorporated by reference into this Item 1.01. Founder&#8217;s Rights Agreement On the Distribution Date, Millrose and U.S. Home, LLC, a subsidiary of Lennar (&#8220;U.S. Home&#8221;), Lennar Homes Holding, LLC, a subsidiary of Lennar (&#8220;Lennar Homes Holding&#8221;), and CalAtlantic Group, LLC, a subsidiary of Le || t in the event that Millrose issues additional shares of Class&#160;A Common Stock (or any other equity securities in a manner consistent with its charter) within 18 months of the Distribution Date to any customer other than U.S. Home of its affiliates (the &#8220;Other Customer&#8221;) in exchange for Future Property Assets (i.e., any future Homesites (as defined below), prospective Homesites, properties or ",PRIMARY REVIEW REQUIRED
"Everus Construction Group, Inc.  (ECG)  (CIK 0002015845)",0002015845,8-K,2025-02-11,https://www.sec.gov/Archives/edgar/data/2015845/000201584525000005/a2024q4ex99-ecg.htm,"&#8226; Earnings before interest, taxes, depreciation and amortization (EBITDA) of $58.3&#160;million, up 0.2%&#59; EBITDA margin of 7.7%, down 150 basis points. &#8226; Completed spinoff from MDU Resources Group, Inc. on Oct. 31, 2024. Full Year 2024 Summary (all comparisons versus the prior year unless otherwise noted) &#8226; Revenues of $2.85&#160;billion, comparable to $2.85 billion in 2023. &#8226; || in the fourth quarter of 2024, compared to $635.7&#160;million in the fourth quarter of 2023. Electrical and mechanical revenues grew $95.1 million, or 20.9%, and transmission and distribution revenues rose $28.2 million, or 15.2%. The company's gross profit increased to $86.3&#160;million in the fourth quarter of 2024, compared to $79.8&#160;million in the fourth quarter of 2023. Higher revenues drove the in ||  or diluted EPS of 72 cents, in the fourth quarter of 2023. The decrease was primarily from higher selling, general and administrative expenses and interest expense related to the spinoff from MDU Resources, partially offset by increased gross profit and higher income from joint ventures. Net income margin was 4.5% in the fourth quarter of 2024, compared to 5.7% in the fourth quarter of 2023. 1 The compa || oss profit margin and higher selling, general and administrative expenses. E&#38;M segment EBITDA margin was 7.8%, compared to 8.0% in the fourth quarter of 2023. Transmission and Distribution Everus' T&#38;D segment revenues were $213.3&#160;million during the fourth quarter of 2024, compared to $185.1&#160;million in the fourth quarter of 2023. The increase was mostly driven by higher workloads in the utili || ts, and the transportation market had higher workloads in the traffic signalization and street lighting submarkets. These increases were partially offset by lower workloads in the distribution submarket. T&#38;D segment net income increased to $17.9 million during the fourth quarter of 2024, compared to $15.9 million in the fourth quarter of 2023. T&#38;D segment net income margin was 8.4%, compared to 8.6% i || eported revenues of $2.85&#160;billion in 2024, on par with $2.85&#160;billion in 2023. Electrical and mechanical revenues softened $103.4 million, or 4.8%, while transmission and distribution revenues rose $102.5 million, or 14.0%. The company's gross profit increased to $339.5&#160;million in 2024, compared to $321.9&#160;million in 2023. Relatively consistent revenues, combined with a higher gross profit m ||  are available under the credit agreement in an aggregate amount of up to $50.0&#160;million. Everus drew $40.0&#160;million under the revolving credit facility at the time of the spinoff on Oct. 31 to meet projected working capital needs. Everus used a portion of the net proceeds to repay its outstanding indebtedness to CEHI, LLC (Centennial), as well as a dividend to MDU Resources. Everus retained the  || ent liabilities, was $403.9&#160;million at Dec. 31, 2024, compared to $335.2&#160;million at Dec. 31, 2023. Everus previously reported that its near-term priorities following the spinoff from MDU Resources are organic growth investments, value-enhancing acquisitions and balance sheet optimization. Cash Flow The company's operating cash flows were $163.4&#160;million for 2024, compared to $171.4&#160;mil",PRIMARY REVIEW REQUIRED
ORAMED PHARMACEUTICALS INC.  (ORMP)  (CIK 0001176309),0001176309,8-K,2025-02-11,https://www.sec.gov/Archives/edgar/data/1176309/000121390025012244/ea0229914-8k_oramed.htm,"tain Joint Venture Agreement (the &#8220; JV Agreement &#8221;) for the purpose of forming a joint venture company relating to the funding, development, production, marketing, and distribution of the products as described therein. The Supplemental Agreement amends and supplements the JV Agreement and sets forth, among others, (i) the business and operations and corporate governance provisions, including the d || the Asset Transfer Agreement (as defined herein), (ii) procure all necessary Governmental Approvals (as defined in the Supplemental Agreement, and including filing of any required Spin Off Disclosure Document (as defined in the Supplemental Agreement) with the Securities and Exchange Commission and third-party consents for the distribution of no less than 60% of the Company&#8217;s shares of Oramed NewCo  || Common Stock held at such time, as an in-kind distribution, to the shareholders of the Company as of the Record Date (as defined in the Supplemental Agreement), and (iii) consummate and effect such in-kind distribution so that immediately upon such distribution the issued and outstanding shares of Oramed NewCo Common Stock shall be as ||  set forth in the Supplemental Agreement ((ii) and (iii) collectively, the &#8220; Spin Off &#8221;). &#160; Additionally, each of the Company and HTIT Sub have agreed that from Listing Date until 120 days after the Listing Date, each will not (i) offer, pledge, announce the intention to sell, contract to sell || d NewCo shall issue to the Company in two tranches of: (i) upon or after the Asset Transfer Closing (as defined in the Asset Transfer Agreement) but prior to the completion of the Spin Off, 4,999,999 shares of Oramed NewCo Common Stock and (ii) upon the earlier of the Second Closing or the Second Closing Deadline, 1,923,077 shares of Oramed NewCo Common Stock, each, pursuant to the terms and conditions of ||  Act, and Section 21E of the Exchange Act. All statements other than statements of historical fact contained in this Current Report on Form 8-K, including statements regarding the Spin Off and the related transactions contemplated thereby, are forward-looking statements. Some of these forward-looking statements can be identified by the use of forward-looking words, including &#8220;may,&#8221; &#8220;shou",PRIMARY REVIEW REQUIRED
Jet.AI Inc.  (JTAI)  (CIK 0001861622),0001861622,8-K,2025-02-20,https://www.sec.gov/Archives/edgar/data/1861622/000149315225007719/ex10-1.htm," EX-10.1 3 ex10-1.htm &nbsp; Exhibit 10.1 &nbsp; Execution Version &nbsp; &nbsp; &nbsp; SEPARATION AND DISTRIBUTION AGREEMENT &nbsp; DATED AS OF FEBRUARY 13, 2025 &nbsp; by and among &nbsp; JET.AI INC., &nbsp; JET.AI SPINCO, INC. &nbsp; and &nbsp; FLYEXCLUSIVE, INC. &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; TABLE OF CONTENTS &nbsp; & || .2 Non-Transferable Assets 6 2.3 Conveyancing and Assumption Instruments 7 2.4 Further Assurances; Ancillary Agreements 7 2.5 Consideration 7 Article III &ndash; COMPLETION OF THE DISTRIBUTION 8 3.1 Actions Prior to the Distribution 8 3.2 Effecting the Distribution 8 3.3 Conditions to the Distribution 9 Article IV - REPRESENTATIONS AND WARRANTIES OF JET.AI RELATING TO JET.AI 9 4.1 Organization of the Jet.AI G || pretation 15 6.19 No Waiver 15 &nbsp; LIST OF SCHEDULES &nbsp; 2.1(a)(i) SpinCo Assets 2.1(a)(ii) SpinCo Contracts 2.1(a)(iii) SpinCo Permits &nbsp; 2 &nbsp; &nbsp; SEPARATION AND DISTRIBUTION AGREEMENT &nbsp; This SEPARATION AND DISTRIBUTION AGREEMENT (this &ldquo; Agreement &rdquo;), dated as of February 13, 2025, is entered into by and among Jet.AI Inc., a Delaware corporation (&ldquo; Jet.AI &rdquo;), Jet || ; E. The Jet.AI Board has further determined that it is appropriate and desirable, on the terms and conditions contemplated hereby, immediately following such separation to make a distribution of the SpinCo Business to the holders of common stock, par value $0.001 per share, of Jet.AI (the &ldquo; Jet.AI Stock &rdquo;) on the Record Date through the distribution of all of the outstanding shares of SpinCo Stoc || k to holders of Jet.AI Stock on the Record Date on a pro rata basis in accordance with a distribution ratio to be determined by the Jet.AI Board (the &ldquo; Distribution &rdquo;), in each case, on the terms and conditions set forth in this Agreement. &nbsp; F. Immediately following the Distribution, Jet.AI will hold none of the outstanding shares of SpinCo Stock. &nbsp; G. The Jet.AI Bo ||  SpinCo, flyExclusive and FlyX Merger Sub, Inc., a Delaware corporation and wholly owned subsidiary of flyExclusive (&ldquo; Merger Sub &rdquo;), that following the Separation and Distribution, Merger Sub will merge with and into SpinCo, with SpinCo continuing as the surviving corporation (the &ldquo; Merger &rdquo;). &nbsp; 3 &nbsp; &nbsp; H. Pursuant to the Merger, shares of SpinCo Stock will be exchanged f ||  and flyExclusive will jointly prepare, and flyExclusive will file with the SEC, the Registration Statement, which will set forth certain disclosure concerning the Separation, the Distribution and the Merger. &nbsp; J. The Jet.AI Board has (x) determined that the transactions contemplated by this Agreement, the Merger Agreement and the Ancillary Agreements have a valid business purpose, are in furtherance of  ||  this Agreement and the Merger Agreement. &nbsp; L. The Parties and flyExclusive desire to set forth the principal corporate transactions required to effect the Separation and the Distribution, and certain other agreements relating to the relationship of Jet.AI and SpinCo and their respective Subsidiaries following the Distribution. &nbsp; THEREFORE, in consideration of the foregoing and the mutual agreements",PRIMARY REVIEW REQUIRED
"Sandisk Corp  (SNDK, SNDKV)  (CIK 0002023554)",0002023554,8-K,2025-02-24,https://www.sec.gov/Archives/edgar/data/2023554/000119312525033433/d849281d8k.htm,"ive agreements were entered into in connection with WDC&#8217;s previously announced plan to separate its flash business from its remaining hard disk drive business, pursuant to a spin-off transaction (the &#8220;Spin-Off&#8221;). The definitive agreements entered into between the Company and WDC in connection with the Spin-Off set forth the terms and conditions of the Spin-Off and provide a framework for ||  WDC&#8217;s relationship with the Company following the Spin-Off, including with respect to the allocation between the Company and WDC of WDC&#8217;s and the Company&#8217;s assets, employees, liabilities and obligations (including employee benefits and&#160;tax-related&#160;assets a || nd liabilities) attributable to periods prior to, at and after the Spin-Off. These agreements include the Separation and Distribution Agreement (as described below), which contains certain key provisions related to the Spin-Off, as well as a Transition Services Agreement, a Tax Matters Agreement, an Employee Matters Agreement, an Intellectual Property || Trademark License Agreement, and a Stockholder and Registration Rights Agreement (each, as described below) (collectively, the &#8220;Separation Agreements&#8221;). Separation and Distribution Agreement On February&#160;21, 2025, the Company and WDC entered into a Separation and Distribution Agreement that sets forth, among other things, the agreements between the Company and WDC regarding the principal trans || actions necessary to separate the Company from WDC and effect the Spin-Off. It also sets forth other agreements that govern certain aspects of the Company&#8217;s relationship with WDC after the completion of the Spin-Off. A summary of certain important terms and conditions of the Separation a || nd Distribution Agreement can be found in the section entitled &#8220; Certain Relationships and Related Party Transactions&#8212;Material Agreements with WDC&#8212;The Separation and Distribution Agreement &#8221; in the Company&#8217 || 20;SEC&#8221;) on February&#160;3, 2025. Such summary is incorporated into this Item&#160;1.01 by reference as if restated in full. The foregoing description of the Separation and Distribution Agreement does not purport to be complete and is subject to, and qualified in its entirety by, the full text of the Separation and Distribution Agreement, a copy of which is filed as Exhibit&#160;2.1 hereto and is incor || n Services Agreement, which governs the provision of transition services from WDC to the Company and from the Company to WDC, in each case, for a transitional period following the Spin-Off.&#160;The Transition Services Agreement specifies the terms under which the transition services are provided, including the services standard, fees and allocation of risk, and contains mechanisms for adding, extending a",PRIMARY REVIEW REQUIRED
"WESTERN DIGITAL CORP  (WDC, WDCVV)  (CIK 0000106040)",0000106040,8-K,2025-02-24,https://www.sec.gov/Archives/edgar/data/106040/000119312525033383/d847507d8k.htm,"ements were entered into in connection with the Company&#8217;s previously announced plan to separate its flash business from its remaining hard disk drive business, pursuant to a spin-off transaction (the &#8220;Spin-Off&#8221;). The definitive agreements entered into between the Company and Sandisk in connection with the Spin-Off set forth the terms and conditions of the Spin-Off and provide for a frame || work for the Company&#8217;s relationship with Sandisk following the Spin-Off, including with respect to the allocation between the Company&#8217;s and Sandisk&#8217;s assets, employees, liabilities and obligations (including employee benefits and&#160;tax-related&#160;assets and liabilities) att || ributable to periods prior to, at and after the Spin-Off. These agreements include the Separation and Distribution Agreement (as described below), which contains certain key provisions related to the Spin-Off, as well as a Transition Services Agreement, a Tax Matters Agreement, an Employee Matters Agreement, an Intellectual Property || Trademark License Agreement, and a Stockholder and Registration Rights Agreement (each, as described below) (collectively, the &#8220;Separation Agreements&#8221;). Separation and Distribution Agreement On February&#160;21, 2025, the Company and Sandisk entered into a Separation and Distribution Agreement that sets forth, among other things, the agreement between the Company and Sandisk regarding the principa || l transactions necessary to separate Sandisk from the Company and effect the Spin-Off. It also sets forth other agreements that govern certain aspects of the Company&#8217;s relationship with Sandisk after the completion of the Spin-Off. A summary of certain important terms and conditions of the Separati || on and Distribution Agreement can be found in the section entitled &#8220; Certain Relationships and Related Party Transactions&#8212;Material Agreements with WDC&#8212;The Separation and Distribution Agreement &#8221; in Sandisk&#8217;s I || 20;SEC&#8221;) on February&#160;3, 2025. Such summary is incorporated into this Item&#160;1.01 by reference as if restated in full. The foregoing description of the Separation and Distribution Agreement does not purport to be complete and is subject to, and qualified in its entirety by, the full text of the Separation and Distribution Agreement, a copy of which is filed as Exhibit 2.1 hereto and is incorporat || es Agreement, which governs the provision of transition services from the Company to Sandisk and from Sandisk to the Company, in each case, for a transitional period following the Spin-Off.&#160;The Transition Services Agreement specifies the terms under which the transition services are provided, including the services standard, fees and allocation of risk, and contains mechanisms for adding, extending a",PRIMARY REVIEW REQUIRED
"Resolute Holdings Management, Inc.  (RHLD, RHLDV)  (CIK 0002039497)",0002039497,8-K,2025-02-28,https://www.sec.gov/Archives/edgar/data/2039497/000095014225000558/eh250596666_8k.htm," of the Exchange Act.&#160; &#9744; &#160; &#160; &#160; &#160; &#160; &#160; &#160; Item 1.01. Entry into a Material Definitive Agreement. &#160; On February 28, 2025 (the &#8220;Distribution Date&#8221;), at 12:01 a.m. New York City time, CompoSecure, Inc. (&#8220;CompoSecure&#8221;) completed the previously announced distribution of all shares of the common stock of Resolute Holdings Management, Inc. (&#82 || 1;) by CompoSecure to holders of CompoSecure&#8217;s Class A common stock, par value $0.0001 per share (the &#8220;CompoSecure common stock&#8221;) on a pro rata basis (the &#8220;Spin-Off&#8221;). Each holder of record of CompoSecure common stock received one (1) share of our common stock for every twelve (12) shares of CompoSecure common stock held on February 20, 2025 (the &#8220;Record Date&#8221;), a || nd will receive cash in lieu of fractional shares of our common stock. &#160; On or prior to the Distribution Date, in connection with the Spin-Off, we entered into several agreements that set forth the principal actions taken or to be taken in connection with the Spin-Off, including the following agreements: &#160; &#183; a Separation and Distribution Agreement, b || lute Holdings and CompoSecure; and &#160; &#183; a Letter Agreement, by and between CompoSecure and Resolute Holdings. &#160; The descriptions included below of the Separation and Distribution Agreement, the Management Agreement, the Registration Rights Agreement, the U.S. State and Local Tax Sharing Agreement and the Letter Agreement do not purport to be complete and are qualified in their entirety by refere || ments, which are filed as Exhibits 2.1, 10.1, 10.2, 10.3 and 10.4, respectively, to this Current Report on Form 8-K and are incorporated herein by reference. &#160; Separation and Distribution Agreement &#160; We entered into a Separation and Distribution Agreement with CompoSecure before the Spin-Off. The Separation and Distribution Agreement sets forth our agreements with CompoSecure regarding the principal ||  actions to be taken in connection with the Spin-Off. It also sets forth other agreements that govern aspects of our relationship with CompoSecure following the Spin-Off. &#160; Separation Transaction &#160; The Separation and Distribution Agreement describes certain actions related to our separation from CompoSecure that occurred prior to the Spin-Off, or in limited instances, followin || g the Spin-Off, including the transfer by CompoSecure to us of certain assets and employees in exchange for the assumption by us of liabilities associated with those assets and employees, the issuance by us to CompoSecure Holdings of  || shares of our common stock and, following such issuance of shares of our common stock, the distribution by CompoSecure Holdings to CompoSecure of all shares of our common stock then held by CompoSecure Holdings. &#160; Employee Matters &#160; The Separation and Distribution Agreement sets forth the timing and general resp",PRIMARY REVIEW REQUIRED
"CompoSecure, Inc.  (CMPO, CMPOV, CMPOW)  (CIK 0001823144)",0001823144,8-K,2025-03-05,https://www.sec.gov/Archives/edgar/data/1823144/000095014225000636/eh250596910_8k.htm,"a) of the Exchange Act.&#160; &#9744; &#160; &#160; &#160; &#160; &#160; &#160; &#160; Item&#160;1.01. Entry into a Material Definitive Agreement. On February 28, 2025 (the &#8220;Distribution Date&#8221;) at 12:01 a.m. New York City time, CompoSecure, Inc. (&#8220;CompoSecure,&#8221; the &#8220;Company,&#8221; &#8220;we,&#8221; &#8220;us&#8221; or &#8220;our&#8221;) completed the previously announced separat || ion (the &#8220;Spin-Off&#8221;) of Resolute Holdings Management, Inc. (&#8220;Resolute Holdings&#8221;) from the Company. The Spin-Off of Resolute Holdings from CompoSecure was achieved through the Company&#8217;s pro rata distribution of all outstanding shares of Resolute Holdings&#8217; common stock to holders of record of CompoSecure&#8217;s Class A || of CompoSecure common stock received one (1) share of Resolute Holdings&#8217; common stock for every twelve (12) shares of CompoSecure common stock held on February 20, 2025, the record date for the distribution. In lieu of fractional shares of Resolute Holdings, stockholders of CompoSecure will receive cash. On February 28, 2025, Resolute Holdings&#8217; common stock began trading on The Nasdaq Stock Marke || t LLC under the ticker symbol &#8220;RHLD.&#8221; In connection with the Spin-Off, on or prior to the Distribution Date, the Company entered into a Separation and Distribution Agreement, a U.S. State and Local Tax Sharing Agreement and a Letter Agreement with Resolute Holdings, and the Company&#8217;s wholly owned subsidiary, CompoSecure Holdings, L.L.C. (&#8220;CompoSecure Holdings&#8221;),  || entered into a Management Agreement with Resolute Holdings. &#160; The descriptions included below of the Separation and Distribution Agreement, the Management Agreement, the U.S. State and Local Tax Sharing Agreement and the Letter Agreement do not purport to be complete and are qualified in their entirety by reference to the full text of such agreem || ents, which are filed as Exhibits 2.1, 10.1, 10.2 and 10.3, respectively, to this Current Report on Form 8-K and are incorporated herein by reference. Separation and Distribution Agreement We entered into a Separation and Distribution Agreement with Resolute Holdings before the Spin-Off. The Separation and Distribution Agreement sets forth our agreements with Resolute Holdings regarding the prin || cipal actions to be taken in connection with the Spin-Off. It also sets forth other agreements that govern aspects of our relationship with Resolute Holdings following the Spin-Off. Separation Transaction The Separation and Distribution Agreement describes certain actions related to Resolute Holdings&#8217; separation from us that occurred prior to the Spin-Off, or in limited instances, following  || the Spin-Off, including our transfer to Resolute Holdings of certain assets and employees in exchange for the assumption by Resolute Holdings of liabilities associated with those assets and employees, the issuance by Resolute Holdin",PRIMARY REVIEW REQUIRED
LIBERTY STAR URANIUM & METALS CORP.  (LBSR)  (CIK 0001172178),0001172178,8-K,2025-03-13,https://www.sec.gov/Archives/edgar/data/1172178/000149315225010095/ex3-55.htm," this Section 1.6(b) unless (a) it first gives, to the extent practicable, ten (10) days prior written notice (but in any event at least five (5) days prior written notice) of the record date of the special meeting of shareholders to approve, or if there is no such record date, the consummation of, such merger, consolidation, exchange of shares, recapitalization, reorganization or other similar event or sale || s of this Note. The above provisions shall similarly apply to successive consolidations, mergers, sales, transfers or share exchanges. &nbsp; 5 &nbsp; &nbsp; (c) Adjustment Due to Distribution . If the Borrower shall declare or make any distribution of its assets (or rights to acquire its assets) to holders of Common Stock as a dividend, stock repurchase, by way of return of capital or otherwise (including an || y dividend or distribution to the Borrower&rsquo;s shareholders in cash or shares (or rights to acquire shares) of capital stock of a subsidiary (i.e., a spin-off)) (a &ldquo;Distribution&rdquo;), then the Holder of this Note shall be entitled, upon any conversion of this Note after the date of record for determining shareholders entitled to such Distribution, to receive the amount of such assets which w || ould have been payable to the Holder with respect to the shares of Common Stock issuable upon such conversion had such Holder been the holder of such shares of Common Stock on the record date for the determination of shareholders entitled to such Distribution. [NOTE: This is not a ratchet provision, it simply prohibits the issuer from affecting a distribution of assets or stock while attempting to avoid conv || ersion or payment of the note (i.e., in the event of an asset distribution which renders the company a shell company, without the foregoing language, although it would be a default, the note holder would be left with little other remedies to attempt to be repaid from the spin off entity). Note",PRIMARY REVIEW REQUIRED
"Fluent, Inc.  (FLNT)  (CIK 0001460329)",0001460329,8-K,2025-03-21,https://www.sec.gov/Archives/edgar/data/1460329/000143774925008666/ex_792735.htm,"ents . &nbsp; a)&nbsp;&nbsp;&nbsp;&nbsp; Stock Dividends and Splits . If the Company, at any time while this Warrant is outstanding: (i) pays a stock dividend or otherwise makes a distribution or distributions on shares of its Common Stock or any other equity or equity equivalent securities payable in shares of Common Stock (which, for avoidance of doubt, shall not include any shares of Common Stock issued by || usted such that the aggregate Exercise Price of this Warrant shall remain unchanged. Any adjustment made pursuant to this Section 3(a) shall become effective immediately after the record date for the determination of stockholders entitled to receive such dividend or distribution and shall become effective immediately after the effective date in the case of a subdivision, combination or re&#8209;classificatio ||  the record holders of shares of Common Stock are to be determined for the grant, issue or sale of such Purchase Rights. &nbsp; 6 &nbsp; &nbsp; c)&nbsp;&nbsp;&nbsp;&nbsp; Pro Rata Distributions . During such time as this Warrant is outstanding, if the Company shall declare or make any dividend or other distribution of its assets (or rights to acquire its assets) to holders of shares of Common Stock, by way of ||  return of capital or otherwise (including, without limitation, any distribution of cash, stock or other securities, property or options by way of a dividend, spin off, reclassification, corporate rearrangement, scheme of arrangement or other similar transaction) (a &#8220; Distribution &#8221;), at any time after the issuance of this Warrant, then, in each such case, the Holder shall ||  be entitled to participate in such Distribution to the same extent that the Holder would have participated therein if the Holder had held the number of shares of Common Stock acquirable upon complete exercise of this Warrant (without regard to any limitations on exer || cise hereof) immediately before the date of which a record is taken for such Distribution, or, if no such record is taken, the date as of which the record holders of shares of Common Stock are to be determined for the participation in such Distribution. &nbsp; d)&nbsp;&nbsp;&nbsp;&nbsp; Fundamental Transacti ||  one or more related transactions consummates a stock or share purchase agreement or other business combination (including, without limitation, a reorganization, recapitalization, spin-off, merger or scheme of arrangement) with another Person or group of Persons whereby such other Person or group acquires 50% or more of the outstanding shares of Common Stock or 50% or more of the voting power of the commo ||  facts requiring such adjustment. &nbsp; 8 &nbsp; &nbsp; ii.&nbsp;&nbsp;&nbsp;&nbsp; Notice to Allow Exercise by Holder . If (A) the Company shall declare a dividend (or any other distribution in whatever form) on the Common Stock, (B) the Company shall declare a special nonrecurring cash dividend on or a redemption of the Common Stock, (C) the Company shall authorize the granting to all holders of the Common",PRIMARY REVIEW REQUIRED
"Fat Brands, Inc  (FAT, FATBB, FATBP, FATBW)  (CIK 0001705012)",0001705012,8-K,2025-03-24,https://www.sec.gov/Archives/edgar/data/1705012/000164117225000309/form8-k.htm,"On January 16, 2025, FAT Brands Inc. (the &#8220; Company &#8221;) announced that its Board of Directors (the &#8220; Board &#8221;) declared a special stock dividend (the &#8220; Distribution &#8221;) to the Company&#8217;s common stockholders of shares of Class A Common Stock (&#8220; Twin Common Stock &#8221;) of Twin Hospitality Group Inc., the operating unit for the Company&#8217;s Twin Peaks and Smokey  || Bones restaurant brands. The Distribution of shares of Twin Common Stock was completed on January 29, 2025 (the &#8220; Distribution Date &#8221;). Pursuant to the Distribution, the holders of the Company&#8217;s Class A Common Stock (&#8220; FAT Common Stock &#8221;) received 0.1520207 shares of Twin Common Stock for each share of FAT Common Stock held on the record date. On January 30, 2025, ||  the ex-dividend date for the distribution, NASDAQ adjusted downward the opening trading price of the FAT Common Stock by $2.599553 per share, based on the closing trading price of Twin Common Stock on the Distribution Date. This amount was also used by the Comp || any to reduce the exercise price of its outstanding publicly traded Warrants (FATBW) as of the Distribution Date. &#160; The Company&#8217;s 2017 Omnibus Equity Incentive Plan (the &#8220; Plan &#8221;) provides that, in the event of a spin-off transaction or other change in capitalization by the Company, the Board may author || he Board and the Compensation Committee approved a reduction in the exercise price of all outstanding stock options under the Plan held by officers, directors and employees on the Distribution Date in an amount equal to $2.599553 per share, with the difference rounded to the nearest whole cent. No cash payments will be made to option holders in connection with the adjustment. The reduction in exercise price i || s intended to provide an equitable adjustment to holders of stock options as a result of the Company&#8217;s payment of the Distribution and the ex-dividend adjustment to the FAT Common Stock, and was made with respect to (i) unvested stock options under the Plan and (ii) vested but unexercised stock options under the Plan on the Distribution Date. &#160",PRIMARY REVIEW REQUIRED
Prairie Operating Co.  (PROP)  (CIK 0001162896),0001162896,8-K,2025-03-24,https://www.sec.gov/Archives/edgar/data/1162896/000164117225000369/ex99-1.htm,"ion) or &ldquo;open source software&rdquo; (as defined by the Open Source Initiative) or has not otherwise distributed publicly software under terms that permit modification and redistribution of such software) in a manner that would require that any of the proprietary software owned by the Company or included in a Company product or service: (i) be made available or distributed in source code form; (ii) be l ||  toxic or hazardous materials, substances or wastes (collectively, &ldquo; Hazardous Materials &rdquo;) into the environment, or otherwise relating to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of, or exposure to, Hazardous Materials, as well as all authorizations, codes, decrees, demands or demand letters, injunctions, judgments, licenses, notices or n || eement or understanding with any Buyer with respect to the transactions contemplated by the Transaction Documents other than as specified in the Transaction Documents. &nbsp; (xx) Record Date . The Board of Directors has set March 24, 2025 (the &ldquo; Record Date &rdquo;) as the record date for the Stockholder Meeting (as defined below) to obtain the Requisite Stockholder Approval. &nbsp; (yy) Voting Agreem || ty one (61%) of the Company&rsquo;s outstanding Common Stock as of the date hereof and will hold at least such percentage of the Company&rsquo;s outstanding Common Stock as of the Record Date. &nbsp; 24 &nbsp; &nbsp; 4. COVENANTS . &nbsp; (a) Best Efforts . Each Buyer shall use its best efforts to timely satisfy each of the covenants hereunder and conditions to be satisfied by it as provided in Section 6 of  || ck is outstanding, except as otherwise permitted under the Purchased Preferred Stock, the Company shall not, directly or indirectly, redeem, or declare or pay any cash dividend or distribution on, any securities of the Company without the prior express written consent of the Required Holders (other than as required by the Purchased Preferred Stock or as required by the terms thereof as in effect on the date h || ck or the Anniversary Warrants, as applicable. &nbsp; (p) Regulation M . The Company will not take any action prohibited by Regulation M under the 1934 Act, in connection with the distribution of the Securities contemplated hereby. &nbsp; (q) Integration . None of the Company, any of its affiliates (as defined in Rule 501(b) under the 1933 Act), or any person acting on behalf of the Company or such affiliate  || therein) will be subject to the review of the Buyers. The Company shall reflect in each such document when so filed with the SEC such comments regarding the Buyers and the plan of distribution as the Buyers may reasonably and promptly propose no later than two (2) Trading Days after the Buyers have been so furnished with copies of such documents as aforesaid; &nbsp; (iv) promptly prepare and file with the SEC",PRIMARY REVIEW REQUIRED
